FID IID CEU YRI NAM
M012 NA19663 0.477174500270124 0.0850351161534306 0.437790383576445
M012 NA19664 0.41890869800108 0.076418152350081 0.504673149648838
M012 NA19665 0.371745002701243 0.162614802809292 0.465640194489465
M016 NA19722 0.424959481361426 0.0504321988114533 0.524608319827121
M016 NA19723 0.195110750945435 0.0507563479200432 0.754132901134522
M001 NA19649 0.76742301458671 0.0411939492166397 0.19138303619665
M002 NA19669 0.581955699621826 0.0177471636952998 0.400297136682874
M006 NA19656 0.607185305240411 0.0372771474878444 0.355537547271745
M007 NA19657 0.584116693679092 0.0580226904376013 0.357860615883306
M007 NA19658 0.709022150189087 0.00445705024311183 0.286520799567801
M011 NA19686 0.696272285251216 0.0349000540248514 0.268827660723933
M015 NA19719 0.378660183684495 0.0826310102647218 0.538708806050783
M015 NA19720 0.477741761210157 0.00972447325769854 0.512533765532145
M016 NA19724 0.367963263101026 0.0876283090221502 0.544408427876823
M017 NA19726 0.337520259319287 0.0176121015667207 0.644867639113992
M023 NA19747 0.279227444624527 0.0181253376553214 0.702647217720151
M027 NA19759 0.162641815235008 0 0.837358184764992
M033 NA19773 0.812776877363587 0.0246623446785521 0.162560777957861
M035 NA19780 0.575634792004322 0.0310642895732037 0.393300918422474
M004 NA19675 0.759859535386278 0.0690977849810913 0.171042679632631
M004 NA19676 0.726634251755808 0.00767152890329552 0.265694219340897
M004 NA19677 0.7462452728255 0.00305240410588871 0.250702323068612
M005 NA19651 0.584170718530524 0.166396542409508 0.249432739059968
M005 NA19653 0.669908157752566 0.0159373311723393 0.314154511075095
M010 NA19683 0.330902215018909 0.0661804430037817 0.60291734197731
M011 NA19684 0.756104808211777 0.0243922204213938 0.219502971366829
M017 NA19725 0.471366828741221 0.0277687736358725 0.500864397622907
M017 NA19727 0.321582928146948 0 0.678417071853052
M026 NA19755 0.200837385197191 0.0871961102106969 0.711966504592112
M026 NA19756 0.830983252296056 0.0153700702323069 0.153646677471637
M026 NA19757 0.522636412749865 0.0886817936250675 0.388681793625068
M031 NA19772 0.278741220961642 0 0.721258779038358
M033 NA19774 0.351188546731496 0.0597784981091302 0.589032955159373
M033 NA19775 0.669286871961102 0.0259589411129119 0.304754186925986
M034 NA19776 0.515721231766613 0.093354943273906 0.390923824959481
M034 NA19777 0.400945434900054 0.157536466774716 0.44151809832523
M034 NA19778 0.270718530524041 0.177660723933009 0.55162074554295
M036 NA19783 0.151350621285791 0 0.848649378714209
M036 NA19784 0.386682874122096 0 0.613317125877904
M039 NA19796 0.385710426796326 0 0.614289573203674
M001 NA19650 0.943273905996759 0.0398973527822798 0.0168287412209616
M002 NA19671 0.656564019448946 0.020259319286872 0.323176661264182
M008 NA19661 0.382117774176121 0.00883306320907618 0.609049162614803
M010 NA19682 0.371312803889789 0.0754457050243112 0.553241491085899
M031 NA19771 0.282279848730416 0 0.717720151269584
M032 NA19785 0.174824419232847 0 0.825175580767153
M035 NA19779 0.68322528363047 0 0.31677471636953
M035 NA19781 0.676904376012966 0 0.323095623987034
M036 NA19782 0.527984873041599 0.0198001080497029 0.452215018908698
M037 NA19788 0.450540248514317 0.0512425715829281 0.498217179902755
M007 NA19659 0.484413830361967 0.0248784440842788 0.490707725553755
M008 NA19660 0.53419773095624 0.0567531064289573 0.409049162614803
M008 NA19662 0.374689357104268 0.0475418692598595 0.577768773635873
M009 NA19678 0.605834683954619 0.105861696380335 0.288303619665046
M009 NA19680 0.853349540788763 0.009967585089141 0.136682874122096
M010 NA19681 0.422825499729876 0 0.577174500270124
M023 NA19746 0.360399783900594 0.0382766072393301 0.601323608860076
M015 NA19721 0.391437061048082 0.0744732576985413 0.534089681253377
M023 NA19748 0.358211777417612 0.0502701242571583 0.59151809832523
M027 NA19760 0.0710156672069152 0 0.928984332793085
M014 NA19718 0.467963263101026 0 0.532036736898974
M032 NA19787 0.213830361966505 0.0840896812533766 0.702079956780119
M037 NA19790 0.493192868719611 0.0673689897352782 0.439438141545111
M039 NA19794 0.609049162614803 0.03354943273906 0.357401404646137
M039 NA19795 0.337574284170719 0 0.662425715829281
M006 NA19654 0.603727714748784 0.0233387358184765 0.372933549432739
M024 NA19749 0.694435440302539 0.078633171258779 0.226931388438682
M024 NA19751 0.790626688276607 0.101728795245813 0.10764451647758
M028 NA19761 0.514964883846569 0.065343057806591 0.41969205834684
M028 NA19762 0.250918422474338 0 0.749081577525662
M028 NA19763 0.355807671528903 0.0460561858454889 0.598136142625608
M031 NA19770 0.487223122636413 0.0169097784981091 0.495867098865478
M002 NA19670 0.662749864937871 0.0125607779578606 0.324689357104268
M014 NA19716 0.384737979470556 0.0415991356023771 0.573662884927066
M024 NA19750 0.949864937871421 0.0277687736358725 0.0223662884927066
M037 NA19789 0.425769854132901 0.0253646677471637 0.548865478119935
M011 NA19685 0.50796866558617 0.0620475418692599 0.42998379254457
M009 NA19679 1 0 0
M005 NA19652 0.644921663965424 0.106888168557536 0.248190167477039
M032 NA19786 0.340842787682334 0.136547811993517 0.522609400324149
2382 NA19672 0.708049702863317 0.0676391139924365 0.224311183144246
2394 NA19737 0.540302539168017 0.170232306861156 0.289465153970827
2395 NA19740 0.327390599675851 0 0.672609400324149
2395 NA19741 0.0663425175580767 0 0.933657482441923
2414 NA19792 0.759400324149109 0.0884386817936251 0.152160994057266
2405 NA19764 0.505078336034576 0.0620745542949757 0.432847109670448
