FID IID CEU YRI NAM
M012 NA19663 0.254881266490765 0.03896218117854 0.706156552330695
M012 NA19664 0.215127528583993 0.00914687774846086 0.775725593667546
M012 NA19665 0.299032541776605 0.0175021987686895 0.683465259454705
M016 NA19722 0.503342128408091 0.0264731750219877 0.470184696569921
M016 NA19723 0.192436235708004 0.0107299912049252 0.796833773087071
M001 NA19649 0.731398416886544 0.0130167106420405 0.255584872471416
M002 NA19669 0.876781002638522 0.00677220756376429 0.116446789797713
M006 NA19656 0.305540897097625 0 0.694459102902375
M007 NA19657 0.392348284960422 0.0811785400175901 0.526473175021988
M007 NA19658 1 0 0
M011 NA19686 0.522163588390501 0.00457343887423043 0.473262972735268
M015 NA19719 0.240369393139842 0.162620932277924 0.597009674582234
M015 NA19720 0.015127528583993 0 0.984872471416007
M016 NA19724 0.592788038698329 0.0364116094986807 0.37080035180299
M017 NA19726 0.232189973614776 0.041688654353562 0.726121372031662
M023 NA19747 0 0 1
M027 NA19759 0.331574318381706 0.0754617414248021 0.592963940193492
M033 NA19773 0.4844327176781 0.0562884784520668 0.459278803869833
M035 NA19780 0.675637642919965 0.0200527704485488 0.304309586631486
M004 NA19675 0.830255057167986 0.0753737906772208 0.0943711521547933
M004 NA19676 0.439050131926121 0.223746701846966 0.337203166226913
M004 NA19677 0.631486367634125 0.147845206684257 0.220668425681618
M005 NA19651 0.60650835532102 0.0629727352682498 0.33051890941073
M005 NA19653 0.675373790677221 0.0608619173262973 0.263764291996482
M010 NA19683 0.340809146877748 0.0849604221635884 0.574230430958663
M011 NA19684 0.728847845206684 0.0128408091468777 0.258311345646438
M017 NA19725 0.582409850483729 0.00378188214599824 0.413808267370273
M017 NA19727 0.480386983289358 0 0.519613016710642
M026 NA19755 0.171152154793316 0.065259454705365 0.763588390501319
M026 NA19756 0.166051011433597 0.045910290237467 0.788038698328936
M026 NA19757 0.139489885664028 0.0605101143359719 0.8
M031 NA19772 0.835004397537379 0.0154793315743184 0.149516270888303
M033 NA19774 0.430606860158311 0 0.569393139841689
M033 NA19775 0.463940193491645 0 0.536059806508355
M034 NA19776 0.453562005277045 0.0348284960422164 0.511609498680739
M034 NA19777 0.0140721196130167 0.102902374670185 0.883025505716799
M034 NA19778 0.30712401055409 0.0613896218117854 0.631486367634125
M036 NA19783 0 0 1
M036 NA19784 0 0 1
M039 NA19796 0.0413368513632366 0 0.958663148636763
M001 NA19650 0.83570800351803 0.00756376429199648 0.156728232189974
M002 NA19671 0.640633245382586 0.00677220756376429 0.35259454705365
M008 NA19661 0.406332453825858 0 0.593667546174143
M010 NA19682 0.38117854001759 0.0796833773087071 0.539138082673703
M031 NA19771 0.224626209322779 0.115919085312225 0.659454705364996
M032 NA19785 0.406068601583113 0.0385224274406332 0.555408970976253
M035 NA19779 0.609234828496042 0 0.390765171503958
M035 NA19781 0.651890941072999 0.0100263852242744 0.338082673702726
M036 NA19782 0.156376429199648 0 0.843623570800352
M037 NA19788 0.141072999120493 0 0.858927000879507
M007 NA19659 0.78117854001759 0 0.21882145998241
M008 NA19660 0.337115215479332 0 0.662884784520668
M008 NA19662 0.415919085312225 0.00457343887423043 0.579507475813544
M009 NA19678 0.751451187335092 0.113720316622691 0.134828496042216
M009 NA19680 0.759630606860158 0.086103781882146 0.154265611257696
M010 NA19681 0.293843447669305 0.0788918205804749 0.62726473175022
M023 NA19746 0.0547933157431838 0.296481970096746 0.64872471416007
M015 NA19721 0.202814423922603 0.0418645558487247 0.755321020228672
M023 NA19748 0.0380826737027265 0.0261213720316623 0.935795954265611
M027 NA19760 0.487774846086192 0.0838170624450308 0.428408091468778
M014 NA19718 0.24547053649956 0 0.75452946350044
M032 NA19787 0.446262093227792 0.066490765171504 0.487247141600704
M037 NA19790 0.180826737027265 0.0268249780123131 0.792348284960422
M039 NA19794 0.249956024626209 0.00835532102022867 0.741688654353562
M039 NA19795 0.598944591029024 0.0422163588390501 0.358839050131926
M006 NA19654 0.0757255936675462 0.022339489885664 0.90193491644679
M024 NA19749 0.299824098504837 0.00430958663148637 0.695866314863676
M024 NA19751 0.340721196130167 0 0.659278803869833
M028 NA19761 0.153034300791557 0 0.846965699208443
M028 NA19762 0.170448548812665 0.079155672823219 0.750395778364116
M028 NA19763 0.185488126649077 0.0395778364116095 0.774934036939314
M031 NA19770 0.446525945470536 0.110729991204925 0.442744063324538
M002 NA19670 0.359190853122252 0 0.640809146877748
M014 NA19716 0.201407211961302 0 0.798592788038698
M024 NA19750 0.470712401055409 0.00545294635004398 0.523834652594547
M037 NA19789 0.139313984168865 0.0388742304309587 0.821811785400176
M011 NA19685 0.257695690413369 0.00914687774846086 0.733157431838171
M009 NA19679 0.771679859278804 0.0884784520668426 0.139841688654354
M005 NA19652 0.675461741424802 0 0.324538258575198
M032 NA19786 0.105716798592788 0.015127528583993 0.879155672823219
2382 NA19672 0.371943711521548 0 0.628056288478452
2394 NA19737 0.528408091468777 0.00835532102022867 0.463236587510994
2395 NA19740 0.0700087950747581 0.0995602462620932 0.830430958663149
2395 NA19741 0.235356200527704 0 0.764643799472296
2414 NA19792 0.637467018469657 0.0165347405452946 0.345998240985048
2405 NA19764 0.27598944591029 0.0757255936675462 0.648284960422164
