FID IID CEU YRI NAM
M012 NA19663 0.463529087019529 0.17726519908909 0.359205713891381
M012 NA19664 0.340418190601063 0.051480229107722 0.608101580291215
M012 NA19665 0.303981781795597 0.214305430957146 0.481712787247257
M016 NA19722 0.515492374577324 0.108515630391277 0.375991995031399
M016 NA19723 0.434217790352633 0.222327651645849 0.343454558001518
M001 NA19649 0.623059140155959 0.0131115865019667 0.363829273342074
M002 NA19669 0.430077289352012 0.0390759781933614 0.530846732454627
M006 NA19656 0.431181422952177 0.0618314816092747 0.506987095438548
M007 NA19657 0.0807225174246084 0.00189772962528466 0.917379752950107
M007 NA19658 0.412980470636947 0.0122317300393348 0.574787799323718
M011 NA19686 0.46306328065696 0.0171313228900697 0.519805396452971
M015 NA19719 0.458612242081292 0.0165792560899869 0.524808501828721
M015 NA19720 0.15906424677386 0.192878338278932 0.648057414947209
M016 NA19724 0.51573390380236 0.168880684562832 0.315385411634808
M017 NA19726 0.598319646677248 0.0435960251190394 0.358084328203713
M023 NA19747 0.546942930094541 0.0339348561175902 0.419122213787868
M027 NA19759 0.0189255399903388 0 0.981074460009661
M033 NA19773 0.7053343454558 0.0794113587744117 0.215254295769788
M035 NA19780 0.704281968118142 0 0.295718031881858
M004 NA19675 0.733144710509972 0.0647643364847146 0.202090953005314
M004 NA19676 0.860499620454075 0.0185459940652819 0.120954385480643
M004 NA19677 0.89153612587123 0.00910910220136637 0.0993547719274032
M005 NA19651 0.78233041197985 0.0748395555862259 0.142830032433925
M005 NA19653 0.84633565661445 0.0202712028155407 0.133393140570009
M010 NA19683 0.332620247049893 0.0200641777655096 0.647315575184597
M011 NA19684 0.632927334207439 0.0171313228900697 0.349941342902491
M017 NA19725 0.769908908977986 0.0475122489821268 0.182578842039887
M017 NA19727 0.72986681388448 0.0295183217169277 0.240614864398592
M026 NA19755 0.248878614312332 0.0176833896901525 0.733437995997516
M026 NA19756 0.411048236836657 0.0343144020426472 0.554637361120696
M026 NA19757 0.289938582568491 0.0253778207163067 0.684683596715203
M031 NA19772 0.490632116486095 0.212476709681872 0.296891173832034
M033 NA19774 0.646435718721965 0.0179594230901939 0.335604858187841
M033 NA19775 0.841384307501208 0.0229970326409496 0.135618659857843
M034 NA19776 0.370523083293078 0 0.629476916706922
M034 NA19777 0.545994065281899 0.0792388378993858 0.374767096818715
M034 NA19778 0.535038989717756 0.0385756676557863 0.426385342626458
M036 NA19783 0.506780070388517 0.00300186322545028 0.490218066386033
M036 NA19784 0.556190048995928 0.00350217376302533 0.440307777241046
M039 NA19796 0.485387481885308 0.00364019046304603 0.510972327651646
M001 NA19650 0.683475950590021 0.0110585880891588 0.30546546132082
M002 NA19671 0.486526119660479 0.0785487543992823 0.434925125940239
M008 NA19661 0.579273342074391 0.0252052998412808 0.395521358084328
M010 NA19682 0.501259402387689 0.0214961010282244 0.477244496584087
M031 NA19771 0.395728383134359 0.140483748533573 0.463787868332068
M032 NA19785 0.377717203781658 0.0696121730729418 0.552670623145401
M035 NA19779 0.676764888551515 0.0569836450210475 0.266251466427438
M035 NA19781 0.636153474570423 0.0670071078600511 0.296839417569526
M036 NA19782 0.527741356704161 0.00412324891311849 0.46813539438272
M037 NA19788 0.40820164239873 0.0106100338140915 0.581188323787178
M007 NA19659 0.251276654475191 0.00200124215030019 0.746722103374508
M008 NA19660 0.507849699813677 0.0343661583051549 0.457784141881168
M008 NA19662 0.620160789455524 0.063953488372093 0.315885722172383
M009 NA19678 0.640052446346008 0.0683355185977503 0.291612035056242
M009 NA19680 0.755727693050859 0.0713718859982058 0.172900420950935
M010 NA19681 0.237440480298116 0.0683872748602581 0.694172244841626
M023 NA19746 0.176920157339038 0 0.823079842660962
M015 NA19721 0.332551238699883 0.0916085846387413 0.575840176661376
M023 NA19748 0.333810641087572 0.0325546891173832 0.633634669795045
M027 NA19760 0.0800496860120075 0 0.919950313987993
M014 NA19718 0.40473397281071 0.0137499137395625 0.581516113449727
M032 NA19787 0.200728038092609 0.0696121730729418 0.729659788834449
M037 NA19790 0.405061762473259 0.063953488372093 0.530984749154648
M039 NA19794 0.769339590090401 0.0212028155406804 0.209457594368919
M039 NA19795 0.441963977641295 0.00590021392588503 0.55213580843282
M006 NA19654 0.254761576150714 0.00332965288799945 0.741908770961286
M024 NA19749 0.527706852529156 0.0101614795390242 0.46213166793182
M024 NA19751 0.392191705196329 0.0440618314816093 0.563746463322062
M028 NA19761 0.60813608446622 0.063366917397005 0.328496998136775
M028 NA19762 0.0128873093644331 0.0459078048443862 0.941204885791181
M028 NA19763 0.375181146918777 0.0856738665378511 0.539144986543372
M031 NA19770 0.561451935684218 0.0989579739148437 0.339590090400939
M002 NA19670 0.466910496170037 0.0816886343247533 0.45140086950521
M014 NA19716 0.538592919743289 0.0565523428334829 0.404854737423228
M024 NA19750 0.424159823338624 0.035953350355393 0.539886826305983
M037 NA19789 0.537954592505693 0.110706645504106 0.351338761990201
M011 NA19685 0.510351252501553 0.00627975985094196 0.483368987647505
M009 NA19679 0.986646884272997 0.00560692843834104 0.00774618728866193
M005 NA19652 0.72686495065903 0.0132841073769926 0.259850941963978
M032 NA19786 0.21373611206956 0.00745290180111794 0.778810986129322
2382 NA19672 0.471396038920709 0.0180284314402043 0.510575529639086
2394 NA19737 0.875957490856394 0.087433579463115 0.0366089296804913
2395 NA19740 0.129011110344352 0.108619142916293 0.762369746739355
2395 NA19741 0.135187357670278 0.00998895866399834 0.854823683665724
2414 NA19792 0.424815402663722 0.059433441446415 0.515751155889863
2405 NA19764 0.698364502104755 0.0292250362293838 0.272410461665862
