FID IID CEU YRI NAM
M012 NA19663 0.191740349363813 0.00131550571490188 0.806944144921285
M012 NA19664 0.43403062324779 0.080299762777658 0.485669613974552
M012 NA19665 0.281604485658831 0.03128100064697 0.687114513694199
M016 NA19722 0.501822298900151 0.00567177054129825 0.492505930558551
M016 NA19723 0.696333836532241 0.00530515419452232 0.298361009273237
M001 NA19649 0.748954065128316 0.0207461720940263 0.230299762777658
M002 NA19669 0.729480267414277 0.0117317230968298 0.258788009488894
M006 NA19656 0.443422471425491 0.0637696786715549 0.492807849902955
M007 NA19657 0.397908130256631 0.055973689885702 0.546118179857667
M007 NA19658 0.714664653871037 0.0438969161095536 0.241438430019409
M011 NA19686 0.764772482208324 0.0135001078283373 0.221727409963338
M015 NA19719 0.4534936381281 0.0353569117964201 0.51114945007548
M015 NA19720 0.158076342462799 0.00394651714470563 0.837977140392495
M016 NA19724 0.701714470562864 0.00336424412335562 0.29492128531378
M017 NA19726 0.418568039680828 0.0187082165193013 0.562723743799871
M023 NA19747 0.337071382359284 0.0285637265473366 0.634364891093379
M027 NA19759 0.294942850981238 0.0689562216950615 0.636100927323701
M033 NA19773 0.710394651714471 0.00841061030838904 0.28119473797714
M035 NA19780 0.576213068794479 0.0559197757170584 0.367867155488462
M004 NA19675 0.875221048091438 0.0186758680181152 0.106103083890446
M004 NA19676 0.748371792106966 0.131852490834591 0.119775717058443
M004 NA19677 0.777927539357343 0.0679857666594781 0.154086693983179
M005 NA19651 0.570681475091654 0.06139745525124 0.367921069657106
M005 NA19653 0.692786284235497 0.0151714470562864 0.292042268708217
M010 NA19683 0.463845158507656 0.0598878585292215 0.476266982963123
M011 NA19684 0.851822298900151 0.0143411688591762 0.133836532240673
M017 NA19725 0.562270864783265 0.0559844727194307 0.381744662497304
M017 NA19727 0.635669613974552 0.0131442743152901 0.351186111710157
M026 NA19755 0.257666594781108 0.0903709294802674 0.651962475738624
M026 NA19756 0.399838257494069 0.128488246711236 0.471673495794695
M026 NA19757 0.482995471209834 0.053676946301488 0.463327582488678
M031 NA19772 0.658410610308389 0.00756954927755014 0.334019840414061
M033 NA19774 0.559812378693121 0.131647616993746 0.308540004313133
M033 NA19775 0.57046581841708 0.044608583135648 0.384925598447272
M034 NA19776 0.531442743152901 0.145471209833944 0.323086047013155
M034 NA19777 0.482100496010352 0.111904248436489 0.405995255553159
M034 NA19778 0.413165839982747 0.206307957731292 0.380526202285961
M036 NA19783 0.479372439076989 0.016314427431529 0.504313133491482
M036 NA19784 0.477010998490403 0.0286499892171663 0.49433901229243
M039 NA19796 0.618061246495579 0.0308389044640932 0.351099849040328
M001 NA19650 0.877259003666163 0.0306663791244339 0.0920746172094026
M002 NA19671 0.699708863489325 0.0142225576881604 0.286068578822515
M008 NA19661 0.385906836316584 0.0582165193012724 0.555876644382144
M010 NA19682 0.591319818848393 0.0271403924951477 0.381539788656459
M031 NA19771 0.551110631874057 0.0474660340737546 0.401423334052189
M032 NA19785 0.171576450291137 0.0837718352383006 0.744651714470563
M035 NA19779 0.679253827905974 0.0682229890015096 0.252523183092517
M035 NA19781 0.699784343325426 0.0566314427431529 0.243584213931421
M036 NA19782 0.548652145783912 0.0399288332973906 0.411419020918697
M037 NA19788 0.368643519516929 0.0191071813672633 0.612249299115808
M007 NA19659 0.628671554884624 0.0681690748328661 0.30315937028251
M008 NA19660 0.604280784990295 0.00238300625404356 0.393336208755661
M008 NA19662 0.489217166271296 0.0129717489756308 0.497811084753073
M009 NA19678 0.814988138882898 0.0967328013802027 0.0882790597368989
M009 NA19680 0.900420530515419 0.0676407159801596 0.031938753504421
M010 NA19681 0.373592840198404 0.0762346344619366 0.550172525339659
M023 NA19746 0.285421608798792 0.00480914384300194 0.709769247358206
M015 NA19721 0.303428941125728 0.00348285529437136 0.693088203579901
M023 NA19748 0.2186327366832 0.00541298253180936 0.77595428078499
M027 NA19760 0.257957731291783 0.0656351089066207 0.676407159801596
M014 NA19718 0.327604054345482 0.0346021134354108 0.637793832219107
M032 NA19787 0.393228380418374 0.0635648048307095 0.543206814750917
M037 NA19790 0.33045072244986 0.0212960966141902 0.64825318093595
M039 NA19794 0.695190856156998 0.00693336208755661 0.297875781755445
M039 NA19795 0.524509381065344 0.0393896916109554 0.436100927323701
M006 NA19654 0.367500539141686 0.0817230968298469 0.550776364028467
M024 NA19749 0.735065775285745 0.0529760621091223 0.211958162605133
M024 NA19751 0.688074185896054 0.0786284235497089 0.233297390554238
M028 NA19761 0.271996980806556 0.0793616562432607 0.648641362950183
M028 NA19762 0.346226008194954 0.138828984257063 0.514945007547984
M028 NA19763 0.315095967220185 0.0992452016389907 0.585658831140824
M031 NA19770 0.543961613111926 0.0583566961397455 0.397681690748329
M002 NA19670 0.726892387319388 0.0119581626051326 0.26114945007548
M014 NA19716 0.273743799870606 0.0335669613974552 0.692689238731939
M024 NA19750 0.652059521242182 0.0398425706275609 0.308097908130257
M037 NA19789 0.620616778089282 0.0311839551434117 0.348199266767306
M011 NA19685 0.522439076989433 0.00831356480483071 0.469247358205736
M009 NA19679 0.937179210696571 0.0096722018546474 0.0531485874487815
M005 NA19652 0.649428509812379 0.0209294802674143 0.329642009920207
M032 NA19786 0.450226439508303 0.0435302997627777 0.50624326072892
2382 NA19672 0.701984041406082 0.0263855941341385 0.27163036445978
2394 NA19737 0.480806555962907 0.0442958809575156 0.474897563079577
2395 NA19740 0.228391201207677 0.05174681906405 0.719861979728273
2395 NA19741 0.137039033858098 0.0312594349795126 0.831701531162389
2414 NA19792 0.66713392279491 0.0372007763640285 0.295665300841061
2405 NA19764 0.482014233340522 0.0592301056717705 0.458755660987708
