FID IID CEU YRI NAM
2427 NA19919 0.260740517154643 0.739259482845357 0
2431 NA19916 0.0954321360297817 0.904567863970218 0
2424 NA19835 0.0193681456887011 0.952963074756012 0.0276687795552873
2469 NA20282 0.391387463527518 0.608612536472482 0
2368 NA19703 0.125264111077573 0.874735888922427 0
2425 NA19902 0.386507696951404 0.613492303048596 0
2425 NA19901 0 1 0
2427 NA19908 0.455780259583459 0.544219740416541 0
2430 NA19914 0.0781265720897475 0.921873427910253 0
2470 NA20287 0.356524801287856 0.643475198712144 0
2484 NA20335 0 1 0
2436 NA19713 0.211288862058557 0.788711137941443 0
2426 NA19904 0.0379816882986216 0.962018311701378 0
2431 NA19917 0 1 0
2436 NA19982 0.410755609216219 0.589244390783781 0
2487 NA20340 0.174916993661334 0.825083006338666 0
2475 NA20297 0.0713351443807224 0.928664855619278 0
2427 NA19909 0.111329107556092 0.888670892443908 0
2424 NA19834 0.148908340879364 0.851091659120636 0
2480 NA20317 0.414327397122447 0.585672602877553 0
2418 NA19818 0.15801388469665 0.816329610624811 0.0256565046785391
2471 NA20290 0.352047489687091 0.63120032196398 0.0167521883489285
2474 NA20295 0.121943857530939 0.878056142469061 0
2490 NA20346 0.256917194888822 0.743082805111178 0
2433 NA19921 0.277140557400141 0.65564946171647 0.0672099808833887
2469 NA20281 0.17702988228192 0.82297011771808 0
2495 NA20359 0.0568970721400543 0.943102927859946 0
2477 NA20301 0.251081597746252 0.748918402253748 0
2492 NA20349 0.262551564543717 0.737448435456283 0
2474 NA20294 0.395764161384445 0.604235838615555 0
2485 NA20337 0.0704296206861857 0.929570379313814 0
2494 NA20357 0.0583559714256967 0.941644028574303 0
2425 NA19900 0.396669685078982 0.603330314921018 0
2446 NA20128 0.329560317939431 0.670439682060569 0
2491 NA20348 0.10519166918201 0.89480833081799 0
2471 NA20289 0.380370258577322 0.61490089546232 0.00472884596035819
2489 NA20344 0.264211691317034 0.735788308682966 0
2483 NA20333 0.226028775530737 0.773971224469262 0
2466 NA20277 0.0200724418955629 0.912063587886105 0.0678639702183318
2476 NA20300 0.128181909648858 0.778297615454271 0.0935204748968709
2418 NA19819 0.528222155146393 0.452560619780662 0.019217225072945
2488 NA20343 0.19564342489184 0.80435657510816 0
2357 NA19625 0.104537679847067 0.819348022939934 0.0761142972129993
2483 NA20332 0.0987523895764161 0.901247610423584 0
2367 NA19700 0.0564946171647047 0.943505382835295 0
2472 NA20291 0.0283730757621491 0.971626924237851 0
2488 NA20342 0.494013482241674 0.505986517758326 0
2484 NA20334 0.0105644431029279 0.989435556897072 0
2494 NA20356 0.217124459201127 0.782875540798873 0
2472 NA20292 0.215866787403159 0.784133212596841 0
2492 NA20350 0.0260589596538887 0.94214709729349 0.031793943052621
2436 NA19983 0.628684978368045 0.371315021631955 0
2467 NA20279 0.544018512928866 0.455981487071134 0
2470 NA20288 0.332025354663447 0.66304457188852 0.004930073448033
2469 NA20284 0.557349833987323 0.442650166012677 0
2371 NA19712 0.0691216420162994 0.930878357983701 0
2481 NA20322 0.31909648858034 0.68090351141966 0
2368 NA19704 0.32996277291478 0.654844551765771 0.0151926753194486
2437 NA19714 0.416289365127276 0.572240668075259 0.0114699667974645
2367 NA19701 0.0466847771405574 0.953315222859443 0
2494 NA20358 0.211590703290069 0.788409296709931 0
2496 NA20363 0.218432437871013 0.781567562128987 0
2495 NA20360 0.401599758527015 0.598400241472985 0
2433 NA20129 0.173759935607204 0.758577321662139 0.067662742730657
2368 NA19705 0.301338162793038 0.698661837206963 0
2424 NA19836 0.102575711842238 0.869755508602475 0.0276687795552873
2480 NA20319 0.138947580239461 0.861052419760539 0
2489 NA20345 0.296609316832679 0.703390683167321 0
2477 NA20302 0.0197706006640507 0.980229399335949 0
2371 NA19711 0.198259382231613 0.801740617768387 0
2490 NA20347 0.238001811047389 0.761998188952611 0
2367 NA19702 0.0564946171647047 0.943505382835295 0
2446 NA20126 0.343445014588993 0.63391689304759 0.0226380923634168
2496 NA20364 0.17934399839018 0.775027668779555 0.0456283328302646
2485 NA20336 0.118724217728142 0.881275782271858 0
2430 NA19915 0.0903511419659926 0.909648858034007 0
2369 NA19708 0.280008049099507 0.701126873930979 0.018865076969514
2487 NA20341 0.431230506087131 0.568769493912868 0
2431 NA19918 0.0568970721400543 0.943102927859946 0
2418 NA19828 0.368950598651776 0.631049401348224 0
2437 NA19985 0.271154039641815 0.725676627427307 0.00316933293087836
2466 NA20276 0.0151423684475299 0.98485763155247 0
2446 NA20127 0.0439682060569474 0.956031793943053 0
2437 NA19984 0.0349129691115806 0.965087030888419 0
2476 NA20298 0.0914075862762853 0.908592413723715 0
2493 NA20351 0.319348022939934 0.680651977060066 0
2505 NA20412 0.25621289868196 0.74378710131804 0
