FID IID CEU YRI NAM
2427 NA19919 0 0.91527902790279 0.0847209720972097
2431 NA19916 0.0572119711971197 0.94278802880288 0
2424 NA19835 0 1 0
2469 NA20282 0.191944194419442 0.792810531053105 0.0152452745274527
2368 NA19703 0.113130063006301 0.886869936993699 0
2425 NA19902 0.17782403240324 0.777621512151215 0.0445544554455446
2425 NA19901 0.0641876687668767 0.935812331233123 0
2427 NA19908 0.022952295229523 0.977047704770477 0
2430 NA19914 0.773233573357336 0.226766426642664 0
2470 NA20287 0.146489648964896 0.853510351035104 0
2484 NA20335 0.263163816381638 0.736836183618362 0
2436 NA19713 0.471028352835284 0.528971647164716 0
2426 NA19904 0.314581458145815 0.685418541854185 0
2431 NA19917 0 1 0
2436 NA19982 0.110992349234923 0.889007650765076 0
2487 NA20340 0.240492799279928 0.501293879387939 0.258213321332133
2475 NA20297 0.51299504950495 0.487004950495049 0
2427 NA19909 0.00804455445544554 0.898683618361836 0.0932718271827183
2424 NA19834 0.37719396939694 0.62280603060306 0
2480 NA20317 0.482054455445545 0.517945544554455 0
2418 NA19818 0.491842934293429 0.45201395139514 0.0561431143114311
2471 NA20290 0.0769014401440144 0.909203420342034 0.0138951395139514
2474 NA20295 0 1 0
2490 NA20346 0.163928892889289 0.836071107110711 0
2433 NA19921 0.5 0.5 0
2469 NA20281 0.111611161116112 0.888388838883888 0
2495 NA20359 0.282178217821782 0.717821782178218 0
2477 NA20301 0.0883213321332133 0.896433393339334 0.0152452745274527
2492 NA20349 0.293710621062106 0.706289378937894 0
2474 NA20294 0 1 0
2485 NA20337 0.140639063906391 0.859360936093609 0
2494 NA20357 0 1 0
2425 NA19900 0.334327182718272 0.621118361836184 0.0445544554455446
2446 NA20128 0.494093159315932 0.505906840684068 0
2491 NA20348 0.0745949594959496 0.92540504050405 0
2471 NA20289 0.136701170117012 0.863298829882988 0
2489 NA20344 0.308337083708371 0.691662916291629 0
2483 NA20333 0.241842934293429 0.719959495949595 0.0381975697569757
2466 NA20277 0.0157515751575158 0.984248424842484 0
2476 NA20300 0 0.5 0.5
2418 NA19819 0.484979747974797 0.515020252025203 0
2488 NA20343 0.216302880288029 0.783697119711971 0
2357 NA19625 0.0955783078307831 0.5 0.404421692169217
2483 NA20332 0.206570657065707 0.793429342934293 0
2367 NA19700 0.247749774977498 0.752250225022502 0
2472 NA20291 0.0909090909090909 0.909090909090909 0
2488 NA20342 0.439243924392439 0.560756075607561 0
2484 NA20334 0.374606210621062 0.625393789378938 0
2494 NA20356 0.119205670567057 0.880794329432943 0
2472 NA20292 0.259563456345635 0.740436543654365 0
2492 NA20350 0.0756638163816382 0.924336183618362 0
2436 NA19983 0.180861836183618 0.819138163816382 0
2467 NA20279 0.691944194419442 0.292810531053105 0.0152452745274527
2470 NA20288 0.0109698469846985 0.989030153015302 0
2469 NA20284 0.548998649864986 0.435756075607561 0.0152452745274527
2371 NA19712 0.111836183618362 0.888163816381638 0
2481 NA20322 0.345353285328533 0.654646714671467 0
2368 NA19704 0.0201957695769577 0.979804230423042 0
2437 NA19714 0.224628712871287 0.775371287128713 0
2367 NA19701 0.267495499549955 0.732504500450045 0
2494 NA20358 0 1 0
2496 NA20363 0.282178217821782 0.717821782178218 0
2495 NA20360 0.271433393339334 0.728566606660666 0
2433 NA20129 0.278915391539154 0.721084608460846 0
2368 NA19705 0 1 0
2424 NA19836 0.378262826282628 0.621737173717372 0
2480 NA20319 0.3873199819982 0.6126800180018 0
2489 NA20345 0.229354185418542 0.770645814581458 0
2477 NA20302 0.20223897389739 0.768676867686769 0.0290841584158416
2371 NA19711 0 1 0
2490 NA20347 0.294948244824482 0.705051755175518 0
2367 NA19702 0.396039603960396 0.603960396039604 0
2446 NA20126 0.500112511251125 0.490042754275428 0.00984473447344734
2496 NA20364 0 1 0
2485 NA20336 0.648177317731773 0.351822682268227 0
2430 NA19915 0.418598109810981 0.581401890189019 0
2369 NA19708 0 1 0
2487 NA20341 0.101485148514851 0.887376237623762 0.0111386138613861
2431 NA19918 0.0572119711971197 0.94278802880288 0
2418 NA19828 0.315706570657066 0.671410891089109 0.0128825382538254
2437 NA19985 0.443688118811881 0.556311881188119 0
2466 NA20276 0.0104072907290729 0.989592709270927 0
2446 NA20127 0.0859023402340234 0.914097659765977 0
2437 NA19984 0.318856885688569 0.681143114311431 0
2476 NA20298 0 1 0
2493 NA20351 0.177261476147615 0.822738523852385 0
2505 NA20412 0.206514401440144 0.695488298829883 0.097997299729973
