FID IID CEU YRI NAM
2427 NA19919 0.165909576742198 0.834090423257802 0
2431 NA19916 0.162622915775973 0.837377084224027 0
2424 NA19835 0.0198535699016674 0.980146430098333 0
2469 NA20282 0.444955109020949 0.555044890979051 0
2368 NA19703 0.106295425395468 0.893704574604532 0
2425 NA19902 0.0254115006412997 0.92117357845233 0.0534149209063702
2425 NA19901 0 0.94880290722531 0.05119709277469
2427 NA19908 0.140284309533989 0.853008764429243 0.00670692603676785
2430 NA19914 0.0656263360410432 0.934373663958957 0
2470 NA20287 0.214568191534844 0.785431808465156 0
2484 NA20335 0.077704147071398 0.922295852928602 0
2436 NA19713 0.0879115006412997 0.855600684053014 0.0564878153056862
2426 NA19904 0.0681915348439504 0.93180846515605 0
2431 NA19917 0.0631680205215904 0.93683197947841 0
2436 NA19982 0.00660004275331338 0.993399957246687 0
2487 NA20340 0.456712270200941 0.543287729799059 0
2475 NA20297 0.567069260367678 0.432930739632321 0
2427 NA19909 0.00515711842667807 0.994842881573322 0
2424 NA19834 0.0766353142368534 0.923364685763147 0
2480 NA20317 0.567710560068405 0.432289439931595 0
2418 NA19818 0.10549380076956 0.871339247541684 0.0231669516887559
2471 NA20290 0.217587644292433 0.782412355707567 0
2474 NA20295 0.112521376656691 0.887478623343309 0
2490 NA20346 0.0945115433946131 0.905488456605387 0
2433 NA19921 0.530515177426251 0.198642582300128 0.270842240273621
2469 NA20281 0.517715904232578 0.482284095767422 0
2495 NA20359 0 1 0
2477 NA20301 0.471355280034203 0.528644719965797 0
2492 NA20349 0.643490808037623 0.356509191962377 0
2474 NA20294 0.227661393758016 0.742865540829414 0.0294730654125695
2485 NA20337 0.211308251389483 0.788691748610517 0
2494 NA20357 0.0192657118426678 0.926704788371099 0.0540294997862334
2425 NA19900 0.0451581872595126 0.954841812740487 0
2446 NA20128 0.00422188969645147 0.995778110303549 0
2491 NA20348 0.0612174005985464 0.938782599401454 0
2471 NA20289 0.600764215476699 0.399235784523301 0
2489 NA20344 0.142181487815306 0.849722103463018 0.00809640872167593
2483 NA20333 0.33481188542112 0.66518811457888 0
2466 NA20277 0.0561137238135956 0.943886276186404 0
2476 NA20300 0.204948696023942 0.461094484822574 0.333956819153484
2418 NA19819 0.267128046173578 0.728863830696879 0.00400812312954254
2488 NA20343 0.184934801197093 0.811805258657546 0.00325994014536127
2357 NA19625 0.202917913638307 0.450165669089354 0.346916417272339
2483 NA20332 0.278217186831979 0.675208422402736 0.0465743907652843
2367 NA19700 0.201474989311672 0.798525010688328 0
2472 NA20291 0 1 0
2488 NA20342 0.253607310816588 0.746392689183412 0
2484 NA20334 0.109528644719966 0.890471355280034 0
2494 NA20356 0.12876763574177 0.87123236425823 0
2472 NA20292 0.213846729371526 0.786153270628474 0
2492 NA20350 0.504221889696451 0.489739204788371 0.00603890551517743
2436 NA19983 0.115888200085507 0.867544890979051 0.0165669089354425
2467 NA20279 0.78922616502779 0.21077383497221 0
2470 NA20288 0.431407652843095 0.568592347156905 0
2469 NA20284 0.584544677212484 0.415455322787516 0
2371 NA19712 0.0838232150491663 0.913103890551518 0.00307289439931595
2481 NA20322 0.195810175288585 0.804189824711415 0
2368 NA19704 0.0349241128687473 0.965075887131253 0
2437 NA19714 0.283401026079521 0.716598973920479 0
2367 NA19701 0.303655408294143 0.696344591705857 0
2494 NA20358 0.111372381359555 0.888627618640445 0
2496 NA20363 0.0164065840102608 0.983593415989739 0
2495 NA20360 0.057823856348867 0.942176143651133 0
2433 NA20129 0.3872648567764 0.475897819581018 0.136837323642582
2368 NA19705 0.143570970500214 0.856429029499786 0
2424 NA19836 0.0253580589995725 0.974641941000428 0
2480 NA20319 0.37654980761009 0.598065412569474 0.0253847798204361
2489 NA20345 0.236693031209919 0.754195168875588 0.00911179991449337
2477 NA20302 0.473412783240701 0.47865006412997 0.0479371526293288
2371 NA19711 0.0228730226592561 0.977126977340744 0
2490 NA20347 0.0779980761008978 0.922001923899102 0
2367 NA19702 0.139990380504489 0.843683197947841 0.0163264215476699
2446 NA20126 0 1 0
2496 NA20364 0.288718469431381 0.711281530568619 0
2485 NA20336 0.613376442924327 0.386623557075673 0
2430 NA19915 0 1 0
2369 NA19708 0.142609020949124 0.857390979050876 0
2487 NA20341 0.553949337323643 0.446050662676357 0
2431 NA19918 0.0668822146216332 0.933117785378367 0
2418 NA19828 0.321691962377084 0.65137345019239 0.0269345874305259
2437 NA19985 0.131119067977768 0.860276827704147 0.00860410431808465
2466 NA20276 0.114204788371099 0.885795211628901 0
2446 NA20127 0.0403217186831979 0.942576955964087 0.0171013253527148
2437 NA19984 0.0154446344591706 0.984555365540829 0
2476 NA20298 0.121365968362548 0.878634031637452 0
2493 NA20351 0.625080162462591 0.374919837537409 0
2505 NA20412 0.0452383497221035 0.954761650277897 0
