FID IID CEU YRI NAM
2427 NA19919 0.0421666666666667 0.957833333333333 0
2431 NA19916 0.0116666666666667 0.988333333333333 0
2424 NA19835 0.242611111111111 0.736111111111111 0.0212777777777778
2469 NA20282 0.601722222222222 0.398277777777778 0
2368 NA19703 0.0362222222222222 0.963777777777778 0
2425 NA19902 0.00972222222222222 0.849333333333333 0.140944444444444
2425 NA19901 0.00655555555555556 0.6865 0.306944444444444
2427 NA19908 0.137444444444444 0.862555555555556 0
2430 NA19914 0.0654444444444444 0.934555555555556 0
2470 NA20287 0.0183888888888889 0.956388888888889 0.0252222222222222
2484 NA20335 0.374222222222222 0.625777777777778 0
2436 NA19713 0.210055555555556 0.789944444444444 0
2426 NA19904 0.0101666666666667 0.989833333333333 0
2431 NA19917 0.0120555555555556 0.987944444444444 0
2436 NA19982 0.546777777777778 0.453222222222222 0
2487 NA20340 0.0248333333333333 0.975166666666667 0
2475 NA20297 0.439166666666667 0.467722222222222 0.0931111111111111
2427 NA19909 0 0.977722222222222 0.0222777777777778
2424 NA19834 0.341666666666667 0.658333333333333 0
2480 NA20317 0.324388888888889 0.675611111111111 0
2418 NA19818 0.0171111111111111 0.952888888888889 0.03
2471 NA20290 0.273944444444444 0.726055555555556 0
2474 NA20295 0.0568333333333333 0.943166666666667 0
2490 NA20346 0.188333333333333 0.811666666666667 0
2433 NA19921 0.5 0.5 0
2469 NA20281 0.0251666666666667 0.974833333333333 0
2495 NA20359 0.0203333333333333 0.979666666666667 0
2477 NA20301 0.614666666666667 0.385333333333333 0
2492 NA20349 0 1 0
2474 NA20294 0.320777777777778 0.679222222222222 0
2485 NA20337 0.709722222222222 0.290277777777778 0
2494 NA20357 0.260611111111111 0.739388888888889 0
2425 NA19900 0.104444444444444 0.895555555555556 0
2446 NA20128 0.387555555555556 0.612444444444444 0
2491 NA20348 0.0179444444444444 0.982055555555556 0
2471 NA20289 0.632944444444444 0.367055555555556 0
2489 NA20344 0.0331666666666667 0.966833333333333 0
2483 NA20333 0.414666666666667 0.585333333333333 0
2466 NA20277 0.175944444444444 0.396333333333333 0.427722222222222
2476 NA20300 0.1955 0.5 0.3045
2418 NA19819 0.171111111111111 0.828888888888889 0
2488 NA20343 0.246 0.754 0
2357 NA19625 0.491222222222222 0.445777777777778 0.063
2483 NA20332 0.279722222222222 0.720277777777778 0
2367 NA19700 0.346611111111111 0.653388888888889 0
2472 NA20291 0 1 0
2488 NA20342 0.398777777777778 0.601222222222222 0
2484 NA20334 0.616555555555556 0.383444444444444 0
2494 NA20356 0.142777777777778 0.857222222222222 0
2472 NA20292 0.152111111111111 0.847888888888889 0
2492 NA20350 0 1 0
2436 NA19983 0.197055555555556 0.802944444444444 0
2467 NA20279 0.387444444444444 0.612555555555556 0
2470 NA20288 0.0167777777777778 0.983222222222222 0
2469 NA20284 0.283888888888889 0.716111111111111 0
2371 NA19712 0.194888888888889 0.766888888888889 0.0382222222222222
2481 NA20322 0.379833333333333 0.613777777777778 0.00638888888888889
2368 NA19704 0 1 0
2437 NA19714 0.299166666666667 0.700833333333333 0
2367 NA19701 0.0345555555555556 0.865388888888889 0.100055555555556
2494 NA20358 0.224888888888889 0.775111111111111 0
2496 NA20363 0.346333333333333 0.653666666666667 0
2495 NA20360 0.180722222222222 0.819277777777778 0
2433 NA20129 0 1 0
2368 NA19705 0 1 0
2424 NA19836 0.260333333333333 0.733222222222222 0.00644444444444444
2480 NA20319 0.324388888888889 0.675611111111111 0
2489 NA20345 0 1 0
2477 NA20302 0.719166666666667 0.280833333333333 0
2371 NA19711 0.104944444444444 0.895055555555556 0
2490 NA20347 0.359111111111111 0.640888888888889 0
2367 NA19702 0.360166666666667 0.601111111111111 0.0387222222222222
2446 NA20126 0.493 0.507 0
2496 NA20364 0.209611111111111 0.790388888888889 0
2485 NA20336 0.758611111111111 0.241388888888889 0
2430 NA19915 0.0512777777777778 0.948722222222222 0
2369 NA19708 0.334833333333333 0.665166666666667 0
2487 NA20341 0.359 0.641 0
2431 NA19918 0.0120555555555556 0.987944444444444 0
2418 NA19828 0.0228888888888889 0.965111111111111 0.012
2437 NA19985 0.302722222222222 0.697277777777778 0
2466 NA20276 0.411833333333333 0.588166666666667 0
2446 NA20127 0.677388888888889 0.322611111111111 0
2437 NA19984 0.0929444444444444 0.907055555555556 0
2476 NA20298 0.102444444444444 0.897555555555556 0
2493 NA20351 0.289277777777778 0.710722222222222 0
2505 NA20412 0.333444444444444 0.666555555555556 0
